Country,OptInDate,AgeGroup,City,Gender,Occupation_raw,Occupation,OwnHouse,CoolHome,Electricity,HoursDay,DrinkingWater,HouseholdPurposes,Rooms,RoofingMaterial,WallMaterial,FloorMaterial,Windows,People in Household,NormallyDo_raw,NormallyDo,YesPandemicChange_raw,YesPandemicChange,PandemicChange,SpendAtHome,AmountOfTime,Income,EatingHabits,WaterIntake,ElectricityUsage,HealthServices,HomeWarm,TemperatureInsideHome,TemperatureOutsideHome,Experience_Feelinghot,Experience_Feelingsweaty,Experience_Feelingthirsty,Experience_Fatigue,Experience_Headache,Experience_Clammyskin,Experience_Rash,Experience_Concentrationloss,Experience_Musclecramps,Experience_Muscleweakness,Experience_Dizziness,Experience_Nausea,Experience_Confusion,Experience_Irrationalbehaviour,Experience_Convulsions,Experience_Faintingbrieflossofconsciousness,Experience_Lossofconsciousnessextensive,Experience_Vomiting,Experience_Feelinglistlesslackofengagementwithsocialactivitiesfa,Experience_Poorqualityofsleep,Experience_DONTKNOW,Experience_REFUSED,ExperienceBeforeHeatFeelinghot,ExperienceBeforeHeatFeelingsweaty,ExperienceBeforeHeatFeelingthirsty,ExperienceBeforeHeatFatigue,ExperienceBeforeHeatHeadache,ExperienceBeforeHeatClammyskin,ExperienceBeforeHeatRash,ExperienceBeforeHeatConcentrationloss,ExperienceBeforeHeatMusclecramps,ExperienceBeforeHeatMuscleweakness,ExperienceBeforeHeatDizziness,ExperienceBeforeHeatNausea,ExperienceBeforeHeatConfusion,ExperienceBeforeHeatIrrationalbehaviour,ExperienceBeforeHeatConvulsions,ExperienceBeforeHeatFaintingbrieflossofconsciousness,ExperienceBeforeHeatLossofconsciousnessextensive,ExperienceBeforeHeatVomiting,ExperienceBeforeHeatFeelinglistlesslackofengagementwithsocialact,ExperienceBeforeHeatPoorqualityofsleep,FeelingMore,PhysicalConflict,HeatAffect,Language2
Pakistan,17-Jul-20,25-34,Karachi,FEMALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,INFORMAL CONNECTION,15,BOTTLES,COMMUNAL OR STREET-END TAP,3,CERAMIC TILE,REINFORCED CONCRETE,CERAMIC TILES,2,8,Nothing,Do nothing,N/A,,NO,SOME OF THE DAY,SIGNIFICANTLY DECREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,THE SAME,HOT,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,MAYBE,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,LESS,Urdu
Pakistan,18-Jul-20,18-24,Karachi,FEMALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,7,BOTTLES,COMMUNAL OR STREET-END TAP,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,4,She turns on fan.,Use Air Coolers,N/A,,NO,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,NO CHANGE,THE SAME,VERY HOT,WARM,INTOLERABLE,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,YES,YES,YES,,,,,,,,,,,,,,,,,YES,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,21-Jul-20,25-34,Karachi,FEMALE,REFUSED,HELP FROM FAMILY AND/OR FRIENDS [FROM INSIDE OF THE COUNTRY],NO,CEILING FAN,INFORMAL CONNECTION,24,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,1,5,99,Refused,99,Refused,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,WARM,WARM,DON'T KNOW,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,YES,,,,,,,,,,,,,YES,IRRITABLE,NO,MORE,Urdu
Pakistan,14-Jul-20,25-34,Karachi,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,TABLE FAN,INFORMAL CONNECTION,9,BOTTLES,COMMUNAL OR STREET-END TAP,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,1,5,I take bath.,Taking a bath,N/A,,NO,VERY LITTLE – ONLY FOR SLEEPING,REMAINED ABOUT THE SAME,SLIGHTLY DECREASED,I EAT LESS - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,SLIGHTLY COOL,HOT,VERY DIFFICULT TO TOLERATE,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,YES,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,LESS,Urdu
Pakistan,16-Jul-20,25-34,Karachi,FEMALE,house wife,HOUSEWIFE,NO,TABLE FAN,INFORMAL CONNECTION,6,BOTTLES,COMMUNAL OR STREET-END TAP,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,5,she uses pedistal fan.,Use Air Coolers,N/A,,NO,HALF OF THE DAY,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,NEUTRAL,SLIGHTLY WARM,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,IMPATIENT,NO,MORE,Urdu
Pakistan,14-Jul-20,25-34,Karachi,MALE,GOVERNMENT WORK,GOVERNMENT WORK,NO,CEILING FAN,INFORMAL CONNECTION,8,BOTTLES,COMMUNAL OR STREET-END TAP,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,3,3,I take bath and go outside.,Spend More time outdoors,N/A,,NO,VERY LITTLE – ONLY FOR SLEEPING,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,EASIER,WARM,HOT,VERY DIFFICULT TO TOLERATE,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,YES,,NO,,,,,,,,,,,,,,,,FRUSTRATED,NO,ABOUT THE SAME,Urdu
Pakistan,17-Jul-20,35+,Karachi,MALE,GOVERNMENT WORK,GOVERNMENT WORK,NO,CEILING FAN,INFORMAL CONNECTION,12,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,11,We go outside.,Spend More time outdoors,N/A,,NO,SOME OF THE DAY,SLIGHTLY DECREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,VERY HOT,VERY HOT,INTOLERABLE,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,YES,,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,15-Jul-20,25-34,Karachi,MALE,GOVERNMENT WORK,GOVERNMENT WORK,NO,CEILING FAN,INFORMAL CONNECTION,9,BOTTLES,OTHER,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,3,4,I drink lemon juice.,Drink a beverage,N/A,,NO,SOME OF THE DAY,SLIGHTLY DECREASED,REMAINED ABOUT THE SAME,I EAT LESS - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,NEUTRAL,WARM,DON'T KNOW,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,REFUSED,NO,LESS,Urdu
Pakistan,18-Jul-20,18-24,Karachi,FEMALE,Student,STUDENT,NO,CEILING FAN,INFORMAL CONNECTION,16,BOTTLES,SUPPLIED IN TANKS,3,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,5,I take bath.,Taking a bath,N/A,,NO,SOME OF THE DAY,SLIGHTLY DECREASED,REMAINED ABOUT THE SAME,I EAT MORE - IT IS ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,SLIGHTLY WARM,VERY HOT,VERY DIFFICULT TO TOLERATE,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,YES,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,LESS,Urdu
Pakistan,15-Jul-20,18-24,Karachi,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,INFORMAL CONNECTION,8,BOTTLES,COMMUNAL OR STREET-END TAP,3,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,4,7,I go outside.,Spend More time outdoors,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SLIGHTLY INCREASED,SLIGHTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE LESS,I HAVE BEEN ABLE TO USE MORE ENERGY,EASIER,NEUTRAL,HOT,INTOLERABLE,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,YES,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,LESS,Urdu
Pakistan,21-Jul-20,35+,Karachi,MALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,CEILING FAN,12-VOLT BATTERY,6,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,2,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,8,She takes bath.,Taking a bath,N/A,,NO,VERY LITTLE – ONLY FOR SLEEPING,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,NEUTRAL,COMFORTABLE,SLIGHTLY DIFFICULT TO TOLERATE,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,YES,YES,YES,,YES,,,,,,YES,,YES,,,,,,,YES,IRRITABLE,NO,MORE,Urdu
Pakistan,15-Jul-20,25-34,Hyderabad,MALE,Teacher,TEACHER,NO,CEILING FAN,SOLAR,10,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,WOODEN SHINGLES,MUD BRICK [CRUDE/RAW/COOKED],SAND/DIRT,2,5,I take bath.,Taking a bath,N/A,,NO,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE MORE,NO CHANGE,EASIER,HOT,VERY HOT,INTOLERABLE,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,YES,YES,YES,CAN'T REMEMBER,MAYBE,,,,,,,,NO,,,,,,,,FRUSTRATED,NO,MORE,Urdu
Pakistan,18-Jul-20,35+,Karachi,FEMALE,houae wife,HOUSEWIFE,NO,CEILING FAN,12-VOLT BATTERY,7,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],CLAY COAT,1,7,She takes bath and drinks drink.,Taking a bath,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,WARM,HOT,VERY DIFFICULT TO TOLERATE,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,YES,YES,YES,,,,,,,,,,YES,,,,,,,YES,FRUSTRATED,YES,MORE,Urdu
Pakistan,16-Jul-20,25-34,Hyderabad,FEMALE,House wife,HOUSEWIFE,NO,CEILING FAN,INFORMAL CONNECTION,9,BOTTLES,COMMUNAL OR STREET-END TAP,3,T-GIRDER,REINFORCED CONCRETE,CEMENT,2,9,Nothing,Do nothing,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY INCREASED,SIGNIFICANTLY INCREASED,NO CHANGE - IT IS ENOUGH,DON'T KNOW,NO CHANGE,HARDER,VERY HOT,SLIGHTLY WARM,INTOLERABLE,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,MAYBE,,,,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,LESS,Urdu
Pakistan,18-Jul-20,18-24,Karachi,MALE,student,STUDENT,NO,CEILING FAN,SOLAR,6,BOTTLES,SUPPLIED IN TANKS,3,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,4,4,Solar fan,Use Air Coolers,N/A,,NO,SOME OF THE DAY,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,SLIGHTLY WARM,WARM,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,Urdu
Pakistan,18-Jul-20,25-34,Karachi,MALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,10,BOTTLES,SUPPLIED IN TANKS,3,T-GIRDER,REINFORCED CONCRETE,CEMENT,2,4,We sit in air or take bath.,Spend More time outdoors,N/A,,NO,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,MAYBE,,,YES,,,,,,,,MAYBE,,,,,,,,SHORT TEMPERED,DON'T KNOW,MORE,Urdu
Pakistan,17-Jul-20,18-24,Hyderabad,FEMALE,house wife,HOUSEWIFE,NO,TABLE FAN,INFORMAL CONNECTION,12,BOTTLES,SUPPLIED IN TANKS,3,T-GIRDER,REINFORCED CONCRETE,CEMENT,2,7,We take bath.,Taking a bath,N/A,,NO,OTHER,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,NEUTRAL,COMFORTABLE,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,NO,,,,,,,,FRUSTRATED,NO,MORE,Urdu
Pakistan,18-Jul-20,35+,Karachi,FEMALE,house wife,HOUSEWIFE,NO,CEILING FAN,INFORMAL CONNECTION,22,BOTTLES,SUPPLIED IN TANKS,2,T-GIRDER,REINFORCED CONCRETE,CEMENT,2,7,She takes bath.,Taking a bath,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,Urdu
Pakistan,15-Jul-20,18-24,Hyderabad,MALE,Student,STUDENT,NO,CEILING FAN,SOLAR,18,SUPPLIED IN TANKS,SUPPLIED IN TANKS,3,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,3,5,She opens window.,Open ventilations,N/A,,NO,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY INCREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,HOT,HOT,VERY DIFFICULT TO TOLERATE,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,YES,,,,,,,,,,,,,,,,,,IRRITABLE,NO,MORE,Urdu
Pakistan,18-Jul-20,35+,Karachi,FEMALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,SOLAR,6,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CLAY COAT,1,9,He drinks more water.,Drink cold water,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,VERY HOT,VERY DIFFICULT TO TOLERATE,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,YES,YES,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,Urdu
Pakistan,14-Jul-20,18-24,Karachi,MALE,Student,STUDENT,NO,CEILING FAN,INFORMAL CONNECTION,6,SUPPLIED IN TANKS,SUPPLIED IN TANKS,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,5,Hand fan,Use Air Coolers,N/A,,NO,HALF OF THE DAY,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,THE SAME,SLIGHTLY WARM,VERY HOT,SLIGHTLY DIFFICULT TO TOLERATE,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,YES,YES,,,,,,,,,,,,,,,,,,UNHAPPY,NO,MORE,Urdu
Pakistan,18-Jul-20,35+,Karachi,FEMALE,Hw,HOUSEWIFE,NO,CEILING FAN,SOLAR,12,BOTTLES,COMMUNAL OR STREET-END TAP,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,1,5,She sits infront of fan.,Use Air Coolers,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,THE SAME,HOT,HOT,VERY DIFFICULT TO TOLERATE,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,YES,YES,YES,,,,,,,,,,,,,,,,,YES,FRUSTRATED,NO,MORE,Urdu
Pakistan,15-Jul-20,18-24,Karachi,FEMALE,Hw,HOUSEWIFE,NO,CEILING FAN,INFORMAL CONNECTION,10,SUPPLIED IN TANKS,SUPPLIED IN TANKS,1,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,1,4,88,Don't know,N/A,,DON'T KNOW,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SLIGHTLY INCREASED,REMAINED ABOUT THE SAME,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,NO CHANGE,THE SAME,WARM,WARM,SLIGHTLY DIFFICULT TO TOLERATE,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,YES,YES,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,Urdu
Pakistan,15-Jul-20,35+,Hyderabad,FEMALE,house wife,HOUSEWIFE,NO,CEILING FAN,INFORMAL CONNECTION,8,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,7,She takes bath.,Taking a bath,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SLIGHTLY INCREASED,SLIGHTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,MAYBE,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,Urdu
Pakistan,18-Jul-20,25-34,Karachi,FEMALE,housewife,HOUSEWIFE,NO,TABLE FAN,INFORMAL CONNECTION,16,BOTTLES,SUPPLIED IN TANKS,3,REINFORCED CONCRETE,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,7,She uses fan.,Use Air Coolers,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,INTOLERABLE,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,CAN'T REMEMBER,,,,,,,,,,,,,,,,DON'T KNOW,NO,MORE,Urdu
Pakistan,16-Jul-20,25-34,Karachi,FEMALE,House wife,HOUSEWIFE,NO,CEILING FAN,SOLAR,8,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,T-GIRDER,REINFORCED CONCRETE,CEMENT,3,11,She do nothing.,Do nothing,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,THE SAME,WARM,HOT,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,18-Jul-20,35+,Karachi,MALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,CEILING FAN,INFORMAL CONNECTION,22,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,1,3,99,Refused,99,Refused,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,HOT,VERY HOT,VERY DIFFICULT TO TOLERATE,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,YES,,,,,,,,,,,,YES,,,,,,,,IRRITABLE,NO,MORE,Urdu
Pakistan,15-Jul-20,18-24,Hyderabad,MALE,Unemployed,HELP FROM FAMILY AND/OR FRIENDS [FROM INSIDE OF THE COUNTRY],NO,CEILING FAN,INFORMAL CONNECTION,12,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],SAND/DIRT,2,12,I go outside.,Spend More time outdoors,N/A,,NO,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE LESS,NO CHANGE,HARDER,VERY HOT,HOT,VERY DIFFICULT TO TOLERATE,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,YES,YES,YES,,MAYBE,,,,,,,,NO,NO,,,,,,MAYBE,FRUSTRATED,YES,MORE,Urdu
Pakistan,18-Jul-20,25-34,Hyderabad,FEMALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,SOLAR,12,OTHER,SUPPLIED IN TANKS,2,GALVANISED IRON,DON'T KNOW,CEMENT,1,5,Just wait.,Do nothing,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,VERY HOT,HOT,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,FRUSTRATED,ABOUT THE SAME,LESS,Urdu
Pakistan,18-Jul-20,25-34,Karachi,FEMALE,REFUSED,HELP FROM FAMILY AND/OR FRIENDS [FROM INSIDE OF THE COUNTRY],NO,CEILING FAN,INFORMAL CONNECTION,23,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,1,4,99,Refused,99,Refused,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,THE SAME,WARM,WARM,INTOLERABLE,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,YES,,,,,,,,,,,,,,,,,,IRRITABLE,NO,MORE,Urdu
Pakistan,16-Jul-20,25-34,Karachi,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,INFORMAL CONNECTION,12,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,T-GIRDER,REINFORCED CONCRETE,CEMENT,2,4,She goes on rooftop.,Spend More time outdoors,N/A,,NO,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,EASIER,SLIGHTLY WARM,COMFORTABLE,FAIRLY DIFFICULT TO TOLERATE,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,MAYBE,MAYBE,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,Urdu
